School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,PLANT CITY HIGH SCHOOL,Neighborhood,Bloomingdale,,,,,,1,1
"",,,Brandon,,1,,,,,1
"",,,Durant,,2,5,,1,4,12
"",,,Hillsborough,,1,,,,,1
"",,,Plant City,24,295,"1,340",3,73,763,"2,498"
"",,,Strawberry Crest,,,4,,,2,6
"",,Neighborhood Total,,24,299,"1,350",3,74,775,"2,525"
"PLANT CITY HIGH SCHOOL Total243011,3663798132,586",,,,,,,,,,
"",PLANT HIGH SCHOOL,Choice,Brandon,,,,,,1,1
"",,,Chamberlain,,,2,,1,,3
"",,,Freedom,,,,,1,,1
"",,,Gaither,,,,,,1,1
"",,,Hillsborough,,,2,,,,2
"",,,Jefferson,,,,,1,,1
"",,,King,,,,,,1,1
"",,,Lennard,,,,,1,,1
"",,,Leto,,,,,,1,1
"",,,Newsome,,,,,,1,1
"",,,Plant,,,1,,1,6,8
"",,,Robinson,,1,5,,2,8,16
"",,,Wharton,,1,,,,,1
"",,Choice Total,,,2,10,,7,19,38
"",,Hope Sch,Plant,,,1,,,,1
"",,Hope Sch Total,,,,1,,,,1
"",,Magnet,Plant,,,3,,2,7,12
"",,Magnet Total,,,,3,,2,7,12
"",,Neighborhood,Blank/Bad Addr,,1,,,,,1
"",,,Hillsborough,,,,,1,2,3
"",,,Plant,97,133,414,3,139,"1,617","2,403"
"",,,Robinson,1,1,,,,2,4
"",,,Spoto,,,1,,,,1
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
"HighPLANT HIGH SCHOOL Total9813742931491,6472,463",,,,,,,,,,
"",RIVERVIEW ACADEMY HIGH SCHOOL,Charter,Armwood,,,1,,1,1,3
"",,,Brandon,,,,,,2,2
"",,,Durant,,1,,,,,1
"",,,East Bay,,12,34,,4,11,61
"",,,Freedom,,,1,,,,1
"",,,Lennard,,1,2,,1,2,6
"",,,Newsome,,,,,1,,1
"",,,Riverview,,3,7,,1,5,16
"",,,Spoto,4,9,20,,5,11,49
"",,,Sumner,,2,7,,2,5,16
"",,Charter Total,,4,28,72,,15,37,156
RIVERVIEW ACADEMY HIGH SCHOOL Total428721537156,,,,,,,,,,
"",RIVERVIEW HIGH SCHOOL,Choice,Armwood,,,1,,1,,2
"",,,Bloomingdale,1,1,,,,1,3
"",,,Brandon,,,1,,,3,4
"",,,Durant,,1,,,,1,2
"",,,East Bay,1,13,16,,1,14,45
"",,,Lennard,,,1,,,1,2
"",,,Newsome,,2,2,,,5,9
"",,,Plant City,,,,,,1,1
"",,,Riverview,,1,2,,,6,9
"",,,Spoto,1,17,9,,5,17,49
"",,,Sumner,1,2,1,,,5,9
"",,Choice Total,,4,37,33,,7,54,135
"",,Magnet,Riverview,1,1,1,,,,3
"",,,Spoto,,1,,,,,1
"",,Magnet Total,,1,2,1,,,,4
"",,Neighborhood,Armwood,,,,,,1,1
"",,,Bloomingdale,,1,,,,,1
"",,,Brandon,,,1,,,2,3
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,RIVERVIEW HIGH SCHOOL,Neighborhood,East Bay,,1,,,,,1
"",,,Freedom,,1,,,,,1
"",,,Lennard,,,1,,,1,2
"",,,Riverview,74,444,777,4,183,852,"2,334"
"",,,Spoto,,2,1,,3,2,8
"",,,Sumner,,2,2,,2,1,7
"",,,Wharton,,1,,,,,1
"",,Neighborhood Total,,74,452,782,4,188,860,"2,360"
"RIVERVIEW HIGH SCHOOL Total7949181641959142,499",,,,,,,,,,
"",ROBINSON HIGH SCHOOL,Choice,Blank/Bad Addr,,1,,,,,1
"",,,Alonso,,,,,,1,1
"",,,Armwood,,,,,,1,1
"",,,Blake,,1,1,,,4,6
"",,,Brandon,,,2,,,1,3
"",,,Chamberlain,,2,1,,1,,4
"",,,East Bay,,1,1,,,1,3
"",,,Freedom,,1,,,,,1
"",,,Hillsborough,,,3,,,1,4
"",,,Jefferson,,,2,,2,2,6
"",,,King,,,1,,,,1
"",,,Lennard,,2,1,,,,3
"",,,Leto,,1,,,,2,3
"",,,Plant,,,2,,,5,7
"",,,Riverview,,1,,,,,1
"",,,Robinson,2,,,,1,8,11
"",,,Spoto,,1,1,,1,,3
"",,,Sumner,,4,,,,,4
"",,,Wharton,,1,,,,1,2
"",,Choice Total,,2,16,15,,5,27,65
"",,Hope Sch,Plant,,,,,,1,1
"",,,Spoto,,,,,,1,1
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,ROBINSON HIGH SCHOOL,Magnet,Blank/Bad Addr,,1,,,1,,2
"",,,Alonso,14,2,1,,,11,28
"",,,Armwood,,,1,,,,1
"",,,Blake,,1,3,,1,,5
"",,,Brandon,1,,1,,,2,4
"",,,Chamberlain,,,,,,3,3
"",,,East Bay,,,1,,,,1
"",,,Freedom,,,,,,1,1
"",,,Gaither,,1,1,,,1,3
"",,,Hillsborough,,1,1,,,2,4
"",,,Jefferson,1,,8,,1,1,11
"",,,King,,,3,,,,3
"",,,Lennard,1,,,,,,1
"",,,Leto,7,,7,,,1,15
"",,,Middleton,,2,,,,1,3
"",,,Plant,16,3,19,,9,101,148
"",,,Robinson,19,10,36,,25,142,232
"",,,Sickles,9,,4,,1,5,19
"",,,Spoto,,,4,,,1,5
"",,,Steinbrenner,,,,,1,1,2
"",,,Sumner,,2,,,1,,3
"",,,Wharton,,,1,,,,1
"",,Magnet Total,,68,23,91,,40,273,495
"",,Neighborhood,Alonso,,1,,,,,1
"",,,Hillsborough,,1,,,,,1
"",,,Jefferson,,1,,,,,1
"",,,Middleton,,,1,,,1,2
"",,,Riverview,,1,1,,,,2
"",,,Robinson,24,144,167,1,78,319,733
"",,Neighborhood Total,,24,148,169,1,78,320,740
"ROBINSON HIGH SCHOOL Total9418727511236221,302",,,,,,,,,,
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,SEMINOLE HEIGHTS CHARTER SCH,Charter,Alonso,,2,2,,,1,5
"",,,Armwood,,10,2,,,1,13
"",,,Blake,,21,10,,2,7,40
"",,,Bloomingdale,,,,,1,,1
"",,,Brandon,,1,,,,,1
"",,,Chamberlain,,8,8,,2,3,21
"",,,Durant,,,,,1,,1
"",,,East Bay,,1,,,,1,2
"",,,Freedom,,5,2,,,2,9
"",,,Gaither,,,4,,,,4
"",,,Hillsborough,1,41,37,,1,8,88
"",,,Jefferson,,4,5,,1,1,11
"",,,King,,12,5,,,2,19
"",,,Leto,,1,3,,,,4
"",,,Middleton,,45,16,,,1,62
"",,,Plant,,3,2,,,2,7
"",,,Riverview,,1,,,,,1
"",,,Robinson,,,4,,,1,5
"",,,Spoto,,12,3,,1,2,18
"",,,Steinbrenner,,1,,,1,,2
"",,,Sumner,,1,2,,,,3
"",,,Wharton,,6,4,,2,1,13
"",,Charter Total,,1,176,109,,12,33,331
SEMINOLE HEIGHTS CHARTER SCH Total11761091233331,,,,,,,,,,
"",SICKLES HIGH SCHOOL,Choice,Blank/Bad Addr,,2,,,,6,8
"",,,Alonso,,3,9,,3,14,29
"",,,Blake,,1,,,,,1
"",,,Chamberlain,1,,5,,1,6,13
"",,,Freedom,,,1,,1,2,4
"",,,Gaither,,,5,,,7,12
"",,,Hillsborough,,,,,1,,1
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,SICKLES HIGH SCHOOL,Choice,King,,,1,,,,1
"",,,Leto,,5,14,,1,5,25
"",,,Plant,,,1,,,,1
"",,,Sickles,,1,3,,,2,6
"",,,Steinbrenner,,1,1,,,6,8
"",,,Strawberry Crest,,,,,,1,1
"",,Choice Total,,1,13,40,,7,51,112
"",,Magnet,Sickles,5,3,,,1,3,12
"",,Magnet Total,,5,3,,,1,3,12
"",,Neighborhood,Blank/Bad Addr,,,1,,,,1
"",,,Alonso,,1,2,,,,3
"",,,Blake,,,2,,1,,3
"",,,Chamberlain,,1,1,,,,2
"",,,Gaither,1,,4,,,,5
"",,,Jefferson,,,1,,,,1
"",,,Leto,1,,5,,,1,7
"",,,Sickles,193,93,868,2,152,940,"2,248"
"",,,Steinbrenner,,,1,,,,1
"",,Neighborhood Total,,195,95,885,2,153,941,"2,271"
"SICKLES HIGH SCHOOL Total20111192521619952,395",,,,,,,,,,
"",SPOTO HIGH SCHOOL,Choice,Blake,,4,3,,,,7
"",,,Bloomingdale,,1,1,,,,2
"",,,Brandon,,1,2,,,,3
"",,,Chamberlain,,1,,,,,1
"",,,Durant,,,,,,1,1
"",,,East Bay,,3,2,,,1,6
"",,,King,,2,,,,,2
"",,,Lennard,,1,,,,,1
"",,,Riverview,,1,,,,1,2
"",,,Spoto,1,5,4,,1,2,13
"",,,Sumner,,,,,,1,1
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,SPOTO HIGH SCHOOL,Hope Sch,Blake,,1,,,,,1
"",,,Bloomingdale,,,2,,,,2
"",,,Durant,,1,,,,,1
"",,Hope Sch Total,,,2,2,,,,4
"",,Magnet,Armwood,,,,,,1,1
"",,,Blake,,2,1,,,2,5
"",,,Bloomingdale,,1,1,,,2,4
"",,,Brandon,,3,4,,2,1,10
"",,,Durant,,,,,,1,1
"",,,East Bay,,4,2,,2,4,12
"",,,Lennard,,,1,,,,1
"",,,Middleton,,2,,,,,2
"",,,Riverview,1,1,8,,2,5,17
"",,,Spoto,2,58,50,,10,39,159
"",,,Sumner,,3,2,,,2,7
"",,,Wharton,,,1,,,,1
"",,Magnet Total,,3,74,70,,16,57,220
"",,Neighborhood,Blank/Bad Addr,,,1,,,,1
"",,,Blake,,2,2,,,,4
"",,,Bloomingdale,,4,2,,,1,7
"",,,Brandon,,,,,,2,2
"",,,East Bay,,1,,,,,1
"",,,Hillsborough,,1,,,,,1
"",,,King,,,,,,1,1
"",,,Newsome,,1,2,,,,3
"",,,Plant,,1,,,,,1
"",,,Riverview,,1,,,,,1
"",,,Spoto,35,642,635,5,79,232,"1,628"
"",,,Wharton,,3,,,,,3
"",,Neighborhood Total,,35,656,642,5,79,236,"1,653"
"SPOTO HIGH SCHOOL Total397517265962991,916",,,,,,,,,,
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,STEINBRENNER HIGH SCHOOL,Choice,Chamberlain,,,,,,1,1
"",,,Freedom,,,,,,4,4
"",,,Gaither,,,4,,,1,5
"",,,King,,,,,,1,1
"",,,Leto,,,2,,,,2
"",,,Newsome,,,,,,1,1
"",,,Steinbrenner,,,1,,3,4,8
"",,,Strawberry Crest,,,,,,1,1
"",,,Wharton,,,,,,2,2
"",,Choice Total,,,1,11,,3,28,43
"",,Magnet,Steinbrenner,1,,,,,2,3
"",,Magnet Total,,1,,,,,2,3
"",,Neighborhood,Blank/Bad Addr,,,1,,,,1
"",,,Alonso,,,1,,1,,2
"",,,Armwood,,,,,,1,1
"",,,Chamberlain,,,,,,1,1
"",,,Plant,,,2,,,,2
"",,,Steinbrenner,208,101,541,5,140,"1,380","2,375"
"",,,Wharton,,,,,,1,1
"",,Neighborhood Total,,208,101,545,5,141,"1,383","2,383"
"STEINBRENNER HIGH SCHOOL Total20910255651441,4132,429",,,,,,,,,,
"",STRAWBERRY CREST HIGH SCHOOL,Choice,Armwood,,1,4,,1,14,20
"",,,Bloomingdale,1,,1,,,2,4
"",,,Brandon,2,1,5,,2,13,23
"",,,Durant,,,5,,,6,11
"",,,East Bay,,2,,,,,2
"",,,Freedom,,,1,,,,1
"",,,Jefferson,,,,,,1,1
"",,,King,,2,,,,7,9
"",,,Lennard,,1,,,,,1
"",,,Plant City,,,5,,1,14,20
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,STRAWBERRY CREST HIGH SCHOOL,Choice,Spoto,,1,,,,1,2
"",,,Strawberry Crest,,1,,,,5,6
"",,,Wharton,1,,,,,1,2
"",,Choice Total,,4,10,22,,4,64,104
"",,Magnet,Blank/Bad Addr,7,1,2,,,,10
"",,,Armwood,17,2,6,,,5,30
"",,,Bloomingdale,14,3,5,1,2,9,34
"",,,Brandon,39,4,5,,4,21,73
"",,,Chamberlain,1,1,,,,1,3
"",,,Durant,10,2,12,,1,15,40
"",,,East Bay,,,2,,,,2
"",,,Freedom,72,2,1,,1,10,86
"",,,Gaither,,,,,1,,1
"",,,King,2,1,4,,,2,9
"",,,Lennard,1,1,,,,,2
"",,,Newsome,25,1,5,1,,8,40
"",,,Plant,1,,,,,,1
"",,,Plant City,4,,7,,,11,22
"",,,Riverview,12,1,2,,,2,17
"",,,Spoto,7,,3,,,3,13
"",,,Strawberry Crest,,3,11,,6,16,36
"",,,Sumner,2,1,,,,,3
"",,,Wharton,143,1,3,3,4,7,161
"",,Magnet Total,,357,24,68,5,19,110,583
"",,Neighborhood,Blank/Bad Addr,,,2,,,,2
"",,,Armwood,,,,,,3,3
"",,,Brandon,,1,3,,,2,6
"",,,Durant,,,1,,1,1,3
"",,,East Bay,,,1,,,,1
"",,,Newsome,1,,,,,,1
"",,,Plant City,,2,3,,,2,7
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,STRAWBERRY CREST HIGH SCHOOL,Neighborhood,Strawberry Crest,17,79,"1,001",2,38,684,"1,821"
"",,Neighborhood Total,,18,82,"1,013",2,39,692,"1,846"
"STRAWBERRY CREST HIGH SCHOOL Total3791161,1037628662,533",,,,,,,,,,
"",SUMNER HIGH SCHOOL,Choice,Brandon,,2,,,,2,4
"",,,Durant,,,1,,,,1
"",,,East Bay,1,24,19,,5,17,66
"",,,Lennard,,10,11,,,11,32
"",,,Newsome,1,3,1,,,1,6
"",,,Plant City,,,,,,2,2
"",,,Riverview,1,7,3,,3,19,33
"",,,Spoto,,7,3,,,5,15
"",,,Sumner,2,9,19,,2,10,42
"",,Choice Total,,5,62,57,,10,67,201
"",,Magnet,Sumner,,6,1,,1,1,9
"",,Magnet Total,,,6,1,,1,1,9
"",,Neighborhood,Blank/Bad Addr,,1,2,,,,3
"",,,Brandon,,,1,,,,1
"",,,East Bay,,4,4,,,1,9
"",,,Hillsborough,,2,,,,,2
"",,,Lennard,,2,4,,,2,8
"",,,Newsome,,,2,,,,2
"",,,Plant,,,1,,,,1
"",,,Riverview,,1,4,,,1,6
"",,,Spoto,,4,3,,1,,8
"",,,Sumner,58,"1,114","1,453",6,225,629,"3,485"
"",,Neighborhood Total,,58,"1,128","1,474",6,226,633,"3,525"
"SUMNER HIGH SCHOOL Total631,1961,53262377013,735",,,,,,,,,,
"",TAMPA BAY TECH HIGH SCHOOL,Choice,Freedom,,,1,,,,1
"",,Choice Total,,,,1,,,,1
"",,Magnet,Blank/Bad Addr,,7,3,,1,,11
"",,,Alonso,,1,5,,1,1,8
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,TAMPA BAY TECH HIGH SCHOOL,Magnet,Blake,1,65,35,,3,12,116
"",,,Bloomingdale,2,21,30,,,6,59
"",,,Brandon,9,65,44,,7,13,138
"",,,Chamberlain,1,40,35,,9,12,97
"",,,Durant,1,13,7,,1,2,24
"",,,East Bay,2,54,22,,12,7,97
"",,,Freedom,3,32,19,,2,11,67
"",,,Gaither,2,3,6,,3,3,17
"",,,Hillsborough,1,29,19,,5,4,58
"",,,Jefferson,,4,6,,1,2,13
"",,,King,23,243,100,,20,50,436
"",,,Lennard,2,22,8,,5,1,38
"",,,Leto,3,5,8,,1,1,18
"",,,Middleton,1,120,23,,10,6,160
"",,,Newsome,,5,2,,,2,9
"",,,Plant,,2,,,,2,4
"",,,Plant City,1,14,7,,,1,23
"",,,Riverview,,25,7,,1,8,41
"",,,Robinson,,2,5,,1,1,9
"",,,Sickles,1,1,1,,,1,4
"",,,Spoto,5,106,52,,8,15,186
"",,,Steinbrenner,1,1,2,,1,1,6
"",,,Strawberry Crest,,7,5,,3,5,20
"",,,Sumner,,54,18,1,6,10,89
"",,,Wharton,6,98,58,,16,25,203
"",,Magnet Total,,72,"1,118",585,1,127,221,"2,124"
"TAMPA BAY TECH HIGH SCHOOL Total721,11858611272212,125",,,,,,,,,,
"",WEST UNIVERSITY CHARTER HIGH,Charter,Blank/Bad Addr,1,2,3,,,1,7
"",,,Alonso,,,3,,,1,4
"",,,Armwood,,3,,,,3,6
"",,,Blake,,6,3,,,1,10
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,WEST UNIVERSITY CHARTER HIGH,Charter,Brandon,,2,,,,,2
"",,,Chamberlain,,22,17,,2,3,44
"",,,Durant,,,1,,,,1
"",,,Freedom,,43,65,1,3,6,118
"",,,Gaither,1,1,22,,4,6,34
"",,,Hillsborough,,2,1,,,1,4
"",,,King,3,48,15,,2,18,86
"",,,Leto,,1,2,,1,,4
"",,,Middleton,,6,2,,1,,9
"",,,Plant,,1,,,,,1
"",,,Riverview,,1,,,,,1
"",,,Robinson,,,1,,,,1
"",,,Sickles,,2,6,,,2,10
"",,,Spoto,,2,,,,,2
"",,,Steinbrenner,,,,,1,,1
"",,,Strawberry Crest,,,2,,,,2
"",,,Sumner,,,1,,,,1
"",,,Wharton,2,31,47,,7,7,94
"",,Charter Total,,7,175,192,1,21,49,445
WEST UNIVERSITY CHARTER HIGH Total717519212149445,,,,,,,,,,
"",WHARTON HIGH SCHOOL,Choice,Blank/Bad Addr,,9,8,,2,10,29
"",,,Armwood,,,,,1,,1
"",,,Bloomingdale,,1,,,,,1
"",,,Chamberlain,,1,,,,,1
"",,,Durant,,1,,,,,1
"",,,Freedom,,13,3,,,11,27
"",,,King,,3,2,,,3,8
"",,,Spoto,,2,,,,,2
"",,,Sumner,,,,,,1,1
"",,,Wharton,,4,7,,1,2,14
"",,Choice Total,,,34,20,,4,27,85
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,WHARTON HIGH SCHOOL,Hope Sch Total,,,1,,,,,1
"",,Magnet,Wharton,3,1,4,,,3,11
"",,Magnet Total,,3,1,4,,,3,11
"",,Neighborhood,Blank/Bad Addr,1,1,,,,2,4
"",,,Armwood,,1,,,,,1
"",,,Blake,,1,,,,,1
"",,,Brandon,,2,1,,,,3
"",,,Freedom,1,4,1,,,1,7
"",,,King,,2,,,,1,3
"",,,Middleton,,2,,,1,,3
"",,,Spoto,1,,,,,,1
"",,,Wharton,128,639,630,1,139,547,"2,084"
"",,Neighborhood Total,,131,652,632,1,140,551,"2,107"
"WHARTON HIGH SCHOOL Total13468865611445812,204",,,,,,,,,,
"",WINTHROP COLLEGE PREP ACADEMY,Charter,Armwood,,,2,,,,2
"",,,Blake,,1,2,,,1,4
"",,,Bloomingdale,1,2,5,,1,10,19
"",,,Brandon,1,13,17,,4,5,40
"",,,Durant,1,,3,,1,1,6
"",,,East Bay,7,58,99,2,29,69,264
"",,,Freedom,,,2,,,1,3
"",,,Hillsborough,,,1,,1,,2
"",,,King,,3,,,,2,5
"",,,Lennard,4,29,36,1,5,36,111
"",,,Leto,,,,,,1,1
"",,,Middleton,,3,,,,,3
"",,,Newsome,,,1,,,4,5
"",,,Plant City,,,1,,,,1
"",,,Riverview,7,20,43,,7,20,97
"",,,Sickles,,,1,,,,1
"",,,Spoto,8,42,82,,20,46,198
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,WINTHROP COLLEGE PREP ACADEMY,Charter,Sumner,5,61,73,1,13,26,179
"",,,Wharton,,,,,1,,1
"",,Charter Total,,34,232,368,4,82,223,943
