"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
"",,,Madison,,15,10,,,8,33
"",,,Mann,,8,3,,1,6,18
"",,,Marshall,,1,,,,,1
"",,,McLane,,60,23,,3,5,91
"",,,Memorial,,4,14,,2,12,32
"",,,Monroe,,10,6,,2,1,19
"",,,Mulrennan,,2,,,,,2
"",,,Pierce,,3,5,,,1,9
"",,,Rodgers,,6,,,1,1,8
"",,,Sgt. Smith,,1,,,,1,2
"",,,Shields,,5,1,,1,2,9
"",,,Sligh,2,11,4,,,1,18
"",,,Stewart,,6,1,,,1,8
"",,,Sulphur Springs K-8,,4,2,,,,6
"",,,Tomlin,,,,,,1,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,ORANGE GROVE MIDDLE MAGNET,Magnet,Turner/Bartels K-8,,1,2,,,,3
"",,,Webb,,1,4,,,,5
"",,,Wilson,,,1,,2,2,5
"",,,Woodson K-8,,6,2,,1,,9
"",,Magnet Total,,3,241,140,,25,78,487
"",,Neighborhood,Adams,,1,,,,,1
"",,,Greco,,1,,,,,1
"",,,Madison,,,1,,,,1
"",,,McLane,,1,1,,,,2
"",,,Pierce,,,,,,1,1
"",,,Rodgers,,1,,,,,1
"",,Neighborhood Total,,,4,2,,,1,7
"",ORANGE GROVE MIDDLE MAGNET Total,,,3,245,142,,25,79,494
"",PIERCE MIDDLE SCHOOL,Choice,Adams,,,5,,,,5
"",,,Madison,,,3,,,,3
"",,,McLane,,,1,,,,1
"",,,Memorial,,,20,,,4,24
"",,,Webb,,,2,,,,2
"",,,Woodson K-8,,1,1,,,,2
"",,Choice Total,,,1,32,,,4,37
"",,Hope Sch,Memorial,,,1,,,,1
"",,Hope Sch Total,,,,1,,,,1
"",,Neighborhood,Burnett,,,1,,,,1
"",,,Liberty,,,1,,,,1
"",,,McLane,,,1,,,,1
"",,,Memorial,1,4,12,,,1,18
"",,,Pierce,15,78,661,,23,42,819
"",,,Sgt. Smith,,,1,,,,1
"",,,Webb,,,3,,,,3
"",,Neighborhood Total,,16,82,680,,23,43,844
"",PIERCE MIDDLE SCHOOL Total,,,16,83,713,,23,47,882
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,PROGRESS VILLAGE MIDDLE SCHOOL,Choice,Eisenhower,,,1,,,,1
"",,,Giunta,,,1,,,,1
"",,,McLane,,1,,,,,1
"",,Choice Total,,,1,3,,,,4
"",,Magnet,Blank/Bad Addr,,,,,,2,2
"",,,Adams,,1,1,,,,2
"",,,Barrington,,9,2,,3,11,25
"",,,Benito,,2,,,,,2
"",,,Buchanan,,,2,,1,,3
"",,,Burnett,,1,3,,1,2,7
"",,,Burns,,4,1,,1,11,17
"",,,Collins,,9,7,,1,9,26
"",,,Davidsen,,,,,1,,1
"",,,Dowdell,,14,10,,1,1,26
"",,,Eisenhower,1,43,32,,12,32,120
"",,,Farnell,,1,,,,,1
"",,,Giunta,4,53,56,1,14,32,160
"",,,Greco,1,10,2,,3,,16
"",,,Jennings,,10,5,,1,1,17
"",,,Madison,,,1,,,2,3
"",,,Mann,,12,2,,,11,25
"",,,Marshall,,2,,,,,2
"",,,McLane,,41,41,,8,21,111
"",,,Memorial,,,,,1,,1
"",,,Monroe,,1,1,,,,2
"",,,Mulrennan,,1,2,,1,3,7
"",,,Pierce,,1,2,,,,3
"",,,Randall,,,,,,8,8
"",,,Rodgers,,20,15,1,6,19,61
"",,,Shields,,22,23,,3,16,64
"",,,Sligh,,1,,,,1,2
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,PROGRESS VILLAGE MIDDLE SCHOOL,Magnet,Sulphur Springs K-8,,1,,,,,1
"",,,Tomlin,,,1,,,1,2
"",,,Turkey Creek,,1,1,,,,2
"",,,Turner/Bartels K-8,,1,3,,,,4
"",,,Webb,,,,,,4,4
"",,,Woodson K-8,,2,,,,,2
"",,Magnet Total,,6,264,213,2,58,187,730
"",,Neighborhood,Dowdell,,,4,,,2,6
"",,,Giunta,,,3,,1,3,7
"",,,McLane,,1,,,1,,2
"",,Neighborhood Total,,,1,7,,2,5,15
"",PROGRESS VILLAGE MIDDLE SCHOOL Total,,,6,266,223,2,60,192,749
"",RANDALL MIDDLE SCHOOL,Choice,Barrington,9,6,12,,4,51,82
"",,,Benito,,1,,,,,1
"",,,Burnett,,,,,,2,2
"",,,Burns,1,,4,,1,4,10
"",,,Collins,,,,,,1,1
"",,,Dowdell,,,,,,1,1
"",,,Eisenhower,,,3,,,3,6
"",,,Giunta,,,,,,2,2
"",,,Jennings,,1,,,,1,2
"",,,Mann,,,1,,,2,3
"",,,Marshall,,,1,,,1,2
"",,,McLane,1,,2,,1,2,6
"",,,Mulrennan,1,,,,,4,5
"",,,Randall,,1,1,,,2,4
"",,,Rodgers,,1,6,,4,15,26
"",,,Shields,,1,,,1,2,4
"",,,Turkey Creek,,,1,,1,6,8
"",,Choice Total,,12,11,31,,12,99,165
"",,Neighborhood,Barrington,,,,,,1,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,RANDALL MIDDLE SCHOOL,Neighborhood,Sulphur Springs K-8,,1,,,,,1
"",,Neighborhood Total,,66,52,188,,93,800,"1,199"
"",RANDALL MIDDLE SCHOOL Total,,,78,63,219,,105,899,"1,364"
"",RODGERS MIDDLE MAGNET SCHOOL,Choice,Collins,,,1,,,2,3
"",,,Eisenhower,,1,,,,,1
"",,,Giunta,,,2,,,,2
"",,,Rodgers,,,1,,1,,2
"",,Choice Total,,,1,4,,1,2,8
"",,Hope Sch,Eisenhower,,1,,,,,1
"",,,Shields,,,1,,,,1
"",,Hope Sch Total,,,1,1,,,,2
"",,Magnet,Barrington,1,,,,3,3,7
"",,,Buchanan,,1,,,,,1
"",,,Burnett,,,,,,1,1
"",,,Burns,1,,,,,5,6
"",,,Collins,1,1,2,,2,8,14
"",,,Dowdell,,2,1,,1,2,6
"",,,Eisenhower,3,4,6,,4,7,24
"",,,Giunta,,2,3,,2,7,14
"",,,McLane,,,3,,,4,7
"",,,Rodgers,1,15,7,,3,27,53
"",,,Shields,1,3,5,,,3,12
"",,,Turkey Creek,,,,,,1,1
"",,Magnet Total,,8,28,27,,15,68,146
"",,Neighborhood,Barrington,,,1,,,,1
"",,,Burns,,1,,,,,1
"",,,Collins,,,1,,,2,3
"",,,Dowdell,,,1,,,,1
"",,,Eisenhower,,,1,,,1,2
"",,,Jennings,,,,,,1,1
"",,,McLane,,,1,,,,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,RODGERS MIDDLE MAGNET SCHOOL,Neighborhood Total,,30,228,323,2,61,272,916
"",RODGERS MIDDLE MAGNET SCHOOL Total,,,38,258,355,2,77,342,"1,072"
"",SHIELDS MIDDLE SCHOOL,Choice,Eisenhower,,3,1,,,,4
"",,,Shields,,3,,,,,3
"",,Choice Total,,,6,1,,,,7
"",,Magnet,Shields,,1,,,,,1
"",,Magnet Total,,,1,,,,,1
"",,Neighborhood,Blank/Bad Addr,,,2,,,1,3
"",,,Eisenhower,,,1,,,,1
"",,,Jennings,,1,,,,,1
"",,,Shields,28,469,984,1,52,192,"1,726"
"",,Neighborhood Total,,28,470,987,1,52,193,"1,731"
"",SHIELDS MIDDLE SCHOOL Total,,,28,477,988,1,52,193,"1,739"
"",SLIGH MIDDLE SCHOOL,Choice,Greco,,2,1,,,1,4
"",,,Jennings,,4,,,,,4
"",,,Martinez,,1,,,,,1
"",,,McLane,,3,,,,,3
"",,,Sligh,,2,,,,,2
"",,Choice Total,,,12,1,,,1,14
"",,Hope Sch,McLane,,1,,,,,1
"",,,Sulphur Springs K-8,,1,,,,,1
"",,Hope Sch Total,,,2,,,,,2
"",,Magnet,Blank/Bad Addr,,,,,,2,2
"",,,Adams,1,6,8,,,,15
"",,,Barrington,,1,,,,,1
"",,,Benito,,1,,,1,,2
"",,,Buchanan,,,2,,1,,3
"",,,Burnett,,2,,,1,,3
"",,,Burns,,,,,,1,1
"",,,Collins,,1,,,,,1
"",,,Dowdell,,1,1,,,1,3
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,SLIGH MIDDLE SCHOOL,Magnet,Farnell,,,1,,,,1
"",,,Giunta,,7,4,,1,,12
"",,,Greco,,32,7,,,3,42
"",,,Hill,,,1,,,,1
"",,,Jennings,,19,8,1,,1,29
"",,,Liberty,,4,2,,,,6
"",,,Madison,,3,10,,,,13
"",,,Mann,,2,,,,,2
"",,,Marshall,,2,,,,,2
"",,,McLane,,20,4,,,1,25
"",,,Memorial,,3,11,,,1,15
"",,,Monroe,,3,,,,,3
"",,,Pierce,1,,6,,1,3,11
"",,,Rodgers,,1,1,,,,2
"",,,Shields,,2,5,,,,7
"",,,Sligh,,43,11,,1,,55
"",,,Stewart,,7,2,,,1,10
"",,,Sulphur Springs K-8,,7,2,,1,1,11
"",,,Turner/Bartels K-8,,1,2,,,,3
"",,,Webb,,1,,,1,,2
"",,,Woodson K-8,,3,,,,,3
"",,Magnet Total,,2,174,91,1,9,15,292
"",,Neighborhood,Adams,,,2,,,,2
"",,,Jennings,,2,,,,,2
"",,,Mann,,2,,,,,2
"",,,McLane,,4,,,,,4
"",,,Monroe,,,1,,,,1
"",,,Sligh,1,173,56,,11,13,254
"",,,Sulphur Springs K-8,,1,,,,,1
"",,,Woodson K-8,,1,,,,,1
"",,Neighborhood Total,,1,183,59,,11,13,267
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,SMITH MIDDLE SCHOOL,Choice,Blank/Bad Addr,,,2,,,1,3
"",,,Adams,,1,2,,,,3
"",,,Davidsen,,,3,,,3,6
"",,,Farnell,,1,,,,,1
"",,,Greco,,,1,,,,1
"",,,Hill,,3,3,,2,1,9
"",,,Madison,,,1,,,,1
"",,,Pierce,1,1,6,,1,3,12
"",,,Sgt. Smith,,1,2,,,1,4
"",,,Webb,,1,6,,,3,10
"",,Choice Total,,1,8,26,,3,12,50
"",,Hope Sch,Hill,,,1,,,,1
"",,,Pierce,,,2,,,,2
"",,Hope Sch Total,,,,3,,,,3
"",,Neighborhood,Davidsen,,1,,,1,2,4
"",,,Hill,,1,1,,,1,3
"",,,Martinez,1,,1,,1,,3
"",,,Monroe,,1,,,,,1
"",,,Pierce,,,1,,,,1
"",,,Sgt. Smith,30,34,351,,24,77,516
"",,Neighborhood Total,,31,37,354,,26,80,528
"",SMITH MIDDLE SCHOOL Total,,,32,45,383,,29,92,581
"",STEWART MIDDLE SCHOOL,Magnet,Adams,,19,18,,1,7,45
"",,,Barrington,,,,,,3,3
"",,,Benito,,2,4,,2,2,10
"",,,Buchanan,1,2,1,,2,4,10
"",,,Burnett,,7,5,,1,2,15
"",,,Burns,,2,1,,,1,4
"",,,Coleman,1,,,,,3,4
"",,,Collins,,2,1,,,,3
"",,,Davidsen,,,3,,,,3
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,STEWART MIDDLE SCHOOL,Magnet,Eisenhower,,21,10,,8,14,53
"",,,Farnell,1,1,,,,3,5
"",,,Giunta,1,16,31,,2,7,57
"",,,Greco,1,17,8,,1,1,28
"",,,Hill,,1,3,,,2,6
"",,,Jennings,,14,7,1,2,3,27
"",,,Liberty,,1,3,,1,,5
"",,,Madison,2,16,51,,4,11,84
"",,,Mann,,6,6,,3,2,17
"",,,Marshall,,,3,,,,3
"",,,Martinez,,1,1,,,,2
"",,,McLane,,34,12,,6,7,59
"",,,Memorial,2,8,22,,1,16,49
"",,,Monroe,,16,12,,6,1,35
"",,,Mulrennan,1,,,,,1,2
"",,,Pierce,3,6,24,,3,5,41
"",,,Randall,,,,,1,,1
"",,,Rodgers,,4,1,,,6,11
"",,,Sgt. Smith,,,2,,1,2,5
"",,,Shields,,9,12,,,1,22
"",,,Sligh,2,18,3,,2,2,27
"",,,Stewart,,9,2,,1,,12
"",,,Sulphur Springs K-8,,4,,,,,4
"",,,Tomlin,,1,1,,,5,7
"",,,Turkey Creek,,1,1,,,,2
"",,,Turner/Bartels K-8,,2,2,,,1,5
"",,,Webb,,1,12,,,1,14
"",,,Wilson,,2,1,,,1,4
"",,,Woodson K-8,1,1,6,,2,1,11
"",,Magnet Total,,16,248,273,1,51,117,706
"",,Neighborhood,Benito,,,,,,1,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,STEWART MIDDLE SCHOOL,Neighborhood,Liberty,,1,,,,,1
"",,,Madison,,,3,,,1,4
"",,,Mann,,,1,,,,1
"",,,McLane,,1,2,,,,3
"",,,Monroe,,3,2,,1,,6
"",,,Pierce,,,1,,,,1
"",,,Sligh,,2,,,,,2
"",,,Stewart,,60,9,,1,2,72
"",,,Turner/Bartels K-8,,,1,,,,1
"",,,Wilson,1,,,,,,1
"",,Neighborhood Total,,1,68,19,,2,4,94
"",STEWART MIDDLE SCHOOL Total,,,17,316,292,1,53,121,800
"",TERRACE COMMUNITY SCHOOL,Charter,Blank/Bad Addr,26,6,3,,2,9,46
"",,,Adams,1,2,1,,,2,6
"",,,Benito,119,15,18,3,8,22,185
"",,,Buchanan,1,1,1,,,1,4
"",,,Burnett,2,5,5,,3,3,18
"",,,Burns,2,1,1,,1,,5
"",,,Coleman,,,,,,1,1
"",,,Dowdell,,,1,,,,1
"",,,Eisenhower,2,,2,,2,,6
"",,,Farnell,2,,,,,,2
"",,,Giunta,,2,,,,1,3
"",,,Greco,6,21,18,1,8,41,95
"",,,Jennings,9,3,2,1,,8,23
"",,,Liberty,72,6,21,,5,39,143
"",,,Madison,,2,1,,,1,4
"",,,Mann,,,1,,1,,2
"",,,Marshall,,,1,,,1,2
"",,,Martinez,,,1,,,,1
"",,,McLane,5,2,,,3,10,20
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,TERRACE COMMUNITY SCHOOL,Charter,Mulrennan,,,2,,,1,3
"",,,Pierce,,,,,,1,1
"",,,Rodgers,1,,4,,,,5
"",,,Shields,,1,,,,1,2
"",,,Sligh,,4,,,,2,6
"",,,Sulphur Springs K-8,,1,,,,,1
"",,,Tomlin,,,,,,2,2
"",,,Turkey Creek,,,1,,,,1
"",,,Turner/Bartels K-8,37,7,6,,6,12,68
"",,,Webb,,,1,,,,1
"",,Charter Total,,285,79,91,5,40,158,658
"",TERRACE COMMUNITY SCHOOL Total,,,285,79,91,5,40,158,658
"",TOMLIN MIDDLE SCHOOL,Choice,Blank/Bad Addr,,1,4,,,3,8
"",,,Burnett,,,,,,10,10
"",,,Eisenhower,,,1,,,,1
"",,,Jennings,,,,,,1,1
"",,,Liberty,,,,,,1,1
"",,,Mann,,,1,,,1,2
"",,,Marshall,1,5,11,,1,39,57
"",,,Monroe,,1,,,,,1
"",,,Mulrennan,,,,,,1,1
"",,,Rodgers,,,,,,1,1
"",,,Tomlin,,,,,1,2,3
"",,,Turkey Creek,,1,8,,,14,23
"",,Choice Total,,1,8,25,,2,73,109
"",,Hope Sch,Turkey Creek,,,1,,,,1
"",,Hope Sch Total,,,,1,,,,1
"",,Neighborhood,Blank/Bad Addr,,,1,,,,1
"",,,Madison,,1,,,,,1
"",,,Marshall,,2,9,,,6,17
"",,,McLane,,1,,,,,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,TOMLIN MIDDLE SCHOOL,Neighborhood,Tomlin,17,93,734,1,47,397,"1,289"
"",,,Turkey Creek,,,1,,,1,2
"",,Neighborhood Total,,17,97,746,1,47,404,"1,312"
"",TOMLIN MIDDLE SCHOOL Total,,,18,105,772,1,49,477,"1,422"
"",TURKEY CREEK MIDDLE SCHOOL,Choice,Blank/Bad Addr,,,1,,,,1
"",,,Barrington,,,,,,1,1
"",,,Jennings,,,,,,3,3
"",,,Mann,,,,,,1,1
"",,,Marshall,,,,,,3,3
"",,,McLane,,1,,,,,1
"",,,Mulrennan,,1,,,,,1
"",,,Tomlin,,,3,,,4,7
"",,,Turkey Creek,,1,1,,,4,6
"",,Choice Total,,,3,5,,,16,24
"",,Hope Sch,Marshall,,,,,1,,1
"",,,Turkey Creek,,,2,,,,2
"",,Hope Sch Total,,,,2,,1,,3
"",,Neighborhood,Blank/Bad Addr,,,1,,,,1
"",,,Marshall,,1,1,,,3,5
"",,,McLane,,,1,,,,1
"",,,Mulrennan,,1,3,,1,8,13
"",,,Pierce,,,2,,,,2
"",,,Tomlin,,,,,,3,3
"",,,Turkey Creek,2,54,639,,30,249,974
"",,Neighborhood Total,,2,56,647,,31,263,999
"",TURKEY CREEK MIDDLE SCHOOL Total,,,2,59,654,,32,279,"1,026"
"",WALKER MIDDLE MAGNET,Choice,Buchanan,,,1,,,1,2
"",,,Davidsen,,,1,,,1,2
"",,,Hill,1,,4,,,1,6
"",,,Liberty,,,,,1,,1
"",,,Martinez,1,,1,,2,3,7
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,WALKER MIDDLE MAGNET,Choice Total,,2,,8,,3,8,21
"",,Magnet,Blank/Bad Addr,7,,3,,2,6,18
"",,,Adams,1,1,16,,4,19,41
"",,,Benito,1,,,,,1,2
"",,,Buchanan,4,2,12,,2,12,32
"",,,Carrollwood K-8,3,2,5,,3,7,20
"",,,Collins,,,2,,,,2
"",,,Davidsen,25,1,30,,8,78,142
"",,,Farnell,43,4,10,,2,18,77
"",,,Hill,15,9,86,1,15,104,230
"",,,Jennings,,1,,,,,1
"",,,Liberty,1,,2,,,7,10
"",,,Madison,,1,,,,,1
"",,,Martinez,22,4,10,1,13,39,89
"",,,McLane,,2,,,,,2
"",,,Memorial,2,,8,,1,3,14
"",,,Monroe,,,,,,1,1
"",,,Pierce,6,5,33,1,4,8,57
"",,,Sgt. Smith,22,4,47,,17,89,179
"",,,Turner/Bartels K-8,,,1,,,,1
"",,,Webb,5,3,28,,5,10,51
"",,,Woodson K-8,,,1,,,,1
"",,Magnet Total,,157,39,294,3,76,402,971
"",,Neighborhood,Burnett,,,1,,,,1
"",,,Farnell,1,,,,,,1
"",,,Hill,,1,2,,1,,4
"",,,Martinez,,,1,,,3,4
"",,,Sgt. Smith,,1,3,,,,4
"",,,Webb,,1,,,,,1
"",,Neighborhood Total,,1,3,7,,1,3,15
"",WALKER MIDDLE MAGNET Total,,,160,42,309,3,80,413,"1,007"
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,WEBB MIDDLE SCHOOL,Choice,Pierce,,,2,,,,2
"",,,Webb,,,4,,,,4
"",,Choice Total,,,,7,,,,7
"",,Hope Sch,Memorial,,,1,,,,1
"",,Hope Sch Total,,,,1,,,,1
"",,Neighborhood,Adams,,,1,,,,1
"",,,Davidsen,,,2,,,,2
"",,,Marshall,,,1,,,,1
"",,,Memorial,,,1,,,,1
"",,,Monroe,,1,,,,,1
"",,,Pierce,,1,2,,,,3
"",,,Sgt. Smith,,,1,,,,1
"",,,Webb,9,51,639,,27,54,780
"",,Neighborhood Total,,9,53,647,,27,54,790
"",WEBB MIDDLE SCHOOL Total,,,9,53,655,,27,54,798
"",WILLIAMS MIDDLE SCHOOL,Choice,Adams,,,1,,,,1
"",,,Greco,,1,,,,1,2
"",,Choice Total,,,1,1,,,1,3
"",,Magnet,Blank/Bad Addr,7,1,,,,,8
"",,,Adams,1,10,9,,,6,26
"",,,Barrington,9,4,2,,,2,17
"",,,Benito,55,5,1,2,4,4,71
"",,,Buchanan,,1,2,,,,3
"",,,Burnett,3,10,8,,3,7,31
"",,,Burns,2,2,3,,,2,9
"",,,Coleman,4,1,1,,,2,8
"",,,Collins,1,1,,,1,,3
"",,,Davidsen,,,1,,,1,2
"",,,Dowdell,,4,3,,,1,8
"",,,Eisenhower,,13,5,,1,3,22
"",,,Farnell,1,,,,,,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,WILLIAMS MIDDLE SCHOOL,Magnet,Greco,7,50,24,,7,27,115
"",,,Hill,,,1,,,1,2
"",,,Jennings,6,48,14,,1,7,76
"",,,Liberty,48,4,3,,3,8,66
"",,,Madison,,6,6,,2,7,21
"",,,Mann,23,7,4,,2,2,38
"",,,Marshall,,2,,,1,,3
"",,,Martinez,1,,,,,1,2
"",,,McLane,9,36,19,,6,4,74
"",,,Memorial,1,3,6,,,6,16
"",,,Monroe,1,1,,,3,1,6
"",,,Mulrennan,4,1,1,,1,1,8
"",,,Pierce,,3,5,,,4,12
"",,,Randall,,,,,,1,1
"",,,Rodgers,8,8,1,,1,1,19
"",,,Shields,,6,2,,,1,9
"",,,Sligh,,15,7,,2,6,30
"",,,Stewart,,1,,,,3,4
"",,,Sulphur Springs K-8,,,1,,,,1
"",,,Tomlin,5,2,3,,1,2,13
"",,,Turkey Creek,,3,2,,1,1,7
"",,,Turner/Bartels K-8,34,4,1,1,,1,41
"",,,Webb,,1,3,,,,4
"",,,Wilson,1,1,,,,,2
"",,,Woodson K-8,,4,4,,1,,9
"",,Magnet Total,,237,272,147,4,43,116,819
"",,Neighborhood,Benito,4,,,,,,4
"",,,Coleman,1,,,,,,1
"",,,Liberty,2,1,,,,,3
"",,,Mann,,1,,,,,1
"",,,McLane,1,1,,,,,2
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,WILLIAMS MIDDLE SCHOOL,Neighborhood,Sligh,,12,1,,1,,14
"",,Neighborhood Total,,8,16,1,,1,,26
"",WILLIAMS MIDDLE SCHOOL Total,,,245,289,149,4,44,117,848
"",WILSON MIDDLE SCHOOL,Choice,Giunta,,,,,,1,1
"",,,Martinez,,,,,,1,1
"",,,McLane,,,,,,1,1
"",,,Memorial,,,1,,,,1
"",,,Tinker K-8,,,,,,1,1
"",,Choice Total,,,,1,,,4,5
"",,Neighborhood,Coleman,,,,,,1,1
"",,,Giunta,,1,,,,,1
"",,,Madison,,1,,,,3,4
"",,,Monroe,,,,,,1,1
"",,,Mulrennan,,,,,,1,1
"",,,Wilson,29,28,104,1,48,396,606
"",,Neighborhood Total,,29,30,104,1,48,402,614
"",WILSON MIDDLE SCHOOL Total,,,29,30,105,1,48,406,619
"",YOUNG MIDDLE MAGNET,Magnet,Adams,,8,4,,,1,13
"",,,Barrington,,,,,1,,1
"",,,Buchanan,,1,1,,,1,3
"",,,Burnett,,6,1,,,,7
"",,,Burns,,1,,,,1,2
"",,,Davidsen,,,1,,,,1
"",,,Dowdell,,1,,,,,1
"",,,Eisenhower,,5,1,,,,6
"",,,Giunta,,5,7,,2,,14
"",,,Greco,1,25,1,,5,1,33
"",,,Hill,,,1,,,,1
"",,,Jennings,,19,3,,1,,23
"",,,Madison,,10,4,,3,1,18
"",,,Mann,,11,1,,2,,14
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,YOUNG MIDDLE MAGNET,Magnet,Memorial,1,,2,,2,1,6
"",,,Monroe,,2,,,,,2
"",,,Pierce,,3,1,,,1,5
"",,,Rodgers,,4,,,,,4
"",,,Shields,,4,5,,,,9
"",,,Sligh,,22,3,,1,1,27
"",,,Stewart,,12,,,,,12
"",,,Sulphur Springs K-8,,2,1,,,2,5
"",,,Webb,,,1,,,,1
"",,,Woodson K-8,,1,,,1,,2
"",,Magnet Total,,2,224,56,,21,14,317
"",,Neighborhood,Adams,,1,,,,,1
"",,,Greco,,1,,,,,1
"",,,Liberty,,1,,,,,1
"",,,Madison,,3,1,,1,1,6
"",,,McLane,,11,4,,,,15
"",,,Stewart,,6,,,1,,7
"",,Neighborhood Total,,,23,5,,2,1,31
"",YOUNG MIDDLE MAGNET Total,,,2,247,61,,23,15,348
